                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     515                                      955                  1.0000000000000000E+001                  2.0000000000000000E-002                  2.4377565569686469E+007                  8.9781143598156825E+002                  1.8996761488171473E+004                  1.3370468886340826E+004                  1.0674986628013057E+001                 -5.3247640594244681E+000                  9.7806825446695284E-004                  2.8988522178856234E-015                  9.7967006546389801E-001                  2.3734669506180421E-004                  1.3009188802376781E-002                  2.4497250522502131E-004                  1.7895432114134950E-003                  1.0000000000000000E+001                  0.0000000000000000E+000                  5.2416158038937803E+000                  9.6737501643110981E-005                  4.5593283787380638E+000                  1.6846878746288364E-002                  5.7761547524344439E-002                  6.5295270094554062E-002                  1.8075563493534574E-002                  1.8868514290773919E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1038449265667201E+005                  1.6499353628921304E+004                  7.4791692684883531E+006                  1.1964527959991339E+004                  1.1964457167836425E+004                  3.9781456206273958E-020                  8.1453888332256065E+002                  5.0000000000000000E+001                  1.0000000000000000E+003                  7.6929746322193775E+014                               "r24.08.1"                               "gfortran"                                 "13.3.0"                   "x86_64-macos-24.10.1"                                 "CRMATH"                               "20250626"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                   radius                                       pp                                      cno                                tri_alpha                                    omega                                  r_polar                               omega_crit                     omega_div_omega_crit                               extra_jdot                            log_dJ_over_J 
                                       1                  1.0000000000000000E+001                  1.0283673396798456E+000                  4.2790308078264490E+000                 -9.4177095461048541E+000                  3.1013037703414699E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  1.0674986628013057E+001                  1.0162345308952366E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3951504787122340E-005                  9.4189645472336512E+000                  4.5640925729398394E-005                  7.4388291307714161E-001                  1.0000000000000000E-099                 -1.0774978199371030E+002 
                                       2                  9.9999999999900009E+000                  1.0283629500443476E+000                  4.2796158682430194E+000                 -9.4164523100661590E+000                  3.1032827119681978E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  1.0674878731032136E+001                  1.0191807394193920E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3951504787122340E-005                  9.4189075282941630E+000                  4.5642182612824623E-005                  7.4386242820873749E-001                  1.0000000000000000E-099                 -1.0774976880643413E+002 
                                       3                  9.9999999999728182E+000                  1.0283554291472026E+000                  4.2808823893634189E+000                 -9.4137214295224130E+000                  3.1075734813369729E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  1.0674693870360045E+001                  1.0256097485482481E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3951504791094233E-005                  9.4188088507817529E+000                  4.5646127637665976E-005                  7.4379813903596825E-001                  1.0000000000000000E-099                 -1.0774974632642996E+002 
                                       4                  9.9999999999306439E+000                  1.0283370828405516E+000                  4.2838207023166017E+000                 -9.4073250610769055E+000                  3.1175727876606580E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  1.0674242938840489E+001                  1.0408271947931766E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3951504816054580E-005                  9.4185684712926729E+000                  4.5660211775341533E-005                  7.4356871104986522E-001                  1.0000000000000000E-099                 -1.0774969145303189E+002 
                                       5                  9.9999999998322355E+000                  1.0282948918356083E+000                  4.2881331496830768E+000                 -9.3976207217380257E+000                  3.1324813840782095E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  1.0673206003810586E+001                  1.0643467971338109E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3951504954587151E-005                  9.4180162257731919E+000                  4.5726793464815793E-005                  7.4248602147690357E-001                  1.0000000000000000E-099                 -1.0774956520823643E+002 
                                       6                  9.9999999997150830E+000                  1.0282457588415441E+000                  4.2941575230623465E+000                 -9.3837507391303365E+000                  3.1535382397533156E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  1.0671998581367102E+001                  1.0988879511579448E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3951505254867134E-005                  9.4173707599886303E+000                  4.5763873188903597E-005                  7.4188443610798616E-001                  1.0000000000000000E-099                 -1.0774941848366146E+002 
                                       7                  9.9999999995151452E+000                  1.0281645043211407E+000                  4.3003694313001724E+000                 -9.3686069435328321E+000                  3.1758676138138644E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  1.0670002085791106E+001                  1.1378827361623810E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3951506071944022E-005                  9.4163056733191528E+000                  4.5888118920886734E-005                  7.3987574279255175E-001                  1.0000000000000000E-099                 -1.0774917561065425E+002 
                                       8                  9.9999999993620659E+000                  1.0281043963750840E+000                  4.3050512659491460E+000                 -9.3569085504073080E+000                  3.1929049145505011E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  1.0668525420634529E+001                  1.1689505452224431E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3951506924812871E-005                  9.4155178624645952E+000                  4.5935631905482482E-005                  7.3911047952212261E-001                  1.0000000000000000E-099                 -1.0774899597401883E+002 
                                       9                  9.9999999992335891E+000                  1.0280552708532091E+000                  4.3084436958602730E+000                 -9.3482454175966296E+000                  3.2053861040581837E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  1.0667318711224009E+001                  1.1925029106716295E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3951507776511499E-005                  9.4148751692337775E+000                  4.5981871499331169E-005                  7.3836724494794304E-001                  1.0000000000000000E-099                 -1.0774884904775465E+002 
                                      10                  9.9999999991488497E+000                  1.0280234999745463E+000                  4.3123671705852402E+000                 -9.3382263777971453E+000                  3.2198206361242394E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  1.0666538370449842E+001                  1.2203339525896085E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3951508400599242E-005                  9.4144560423312047E+000                  4.5976888962941658E-005                  7.3844727571639035E-001                  1.0000000000000000E-099                 -1.0774875443886420E+002 
