                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     827                                     1907                  6.0000000000000000E+000                  2.0000000000000000E-002                  6.9480943555230916E+007                  8.0131217835834639E+002                  1.2532339609436433E+004                  2.3292019604751067E+003                  1.0237464859327185E+001                 -4.5807375659607565E+000                  9.9086229553495492E-004                  8.3045206498453503E-015                  9.7964264133443979E-001                  2.0543070408934820E-004                  1.2990825196748086E-002                  3.1966298876793322E-004                  1.7969719905020769E-003                  6.0000000000000000E+000                  0.0000000000000000E+000                  3.3328599279773785E+000                  1.6024212408876888E-004                  2.5473287446083215E+000                  1.0632450264071674E-002                  3.1507347895090264E-002                  4.2061215627134663E-002                  1.0861074307718599E-002                  8.7652203637523529E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3383511216615175E+005                  3.5553620953665042E+004                  2.5759895886298027E+007                  2.0544311871558107E+003                  2.0544233877136107E+003                  2.4005016285483012E-022                  1.3979568573072140E+002                  5.0000000000000000E+001                  1.0000000000000000E+003                  2.1926518243385552E+015                               "r24.08.1"                               "gfortran"                                 "13.3.0"                   "x86_64-macos-24.10.1"                                 "CRMATH"                               "20250626"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                   radius                                       pp                                      cno                                tri_alpha                                    omega                                  r_polar                               omega_crit                     omega_div_omega_crit                               extra_jdot                            log_dJ_over_J 
                                       1                  6.0000000000000000E+000                  1.0101924240308449E+000                  4.0986713419549785E+000                 -9.7017734024135933E+000                  2.5663093471235814E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  1.0237464859327185E+001                  5.2835460984435520E-030                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5338809182939118E-005                  8.5041677463077487E+000                  3.5304264232641876E-005                  1.2842303944977680E+000                  1.0000000000000000E-099                 -1.0798699784204256E+002 
                                       2                  5.9999999999969997E+000                  1.0101895523508677E+000                  4.0989985533004480E+000                 -9.7018566507998720E+000                  2.5667538341633955E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  1.0237397166489995E+001                  5.2825333972332115E-030                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5338809182939118E-005                  8.5041115144915143E+000                  3.5304710203593525E-005                  1.2842141720320441E+000                  1.0000000000000000E-099                 -1.0798699209868259E+002 
                                       3                  5.9999999999923590E+000                  1.0101851092570744E+000                  4.0993353336238734E+000                 -9.7019392179795894E+000                  2.5672142216770224E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  1.0237292432294570E+001                  5.2815291745052381E-030                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5338809184334940E-005                  8.5040245127602354E+000                  3.5313691598158861E-005                  1.2838875555762841E+000                  1.0000000000000000E-099                 -1.0798698321250838E+002 
                                       4                  5.9999999999890772E+000                  1.0101819669959535E+000                  4.0998208642286809E+000                 -9.7020555221402045E+000                  2.5678808012171945E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  1.0237218362438842E+001                  5.2801149498315487E-030                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5338809186045771E-005                  8.5039629836134498E+000                  3.5317890912344394E-005                  1.2837349007779748E+000                  1.0000000000000000E-099                 -1.0798697692800252E+002 
                                       5                  5.9999999999808740E+000                  1.0101741089405738E+000                  4.1004372732605274E+000                 -9.7021931008862552E+000                  2.5687363933205418E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  1.0237033133511451E+001                  5.2784425213230202E-030                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5338809192906704E-005                  8.5038091156498812E+000                  3.5333748631757093E-005                  1.2831587631819317E+000                  1.0000000000000000E-099                 -1.0798696121195749E+002 
                                       6                  5.9999999999743112E+000                  1.0101678201972242E+000                  4.1011537400060822E+000                 -9.7023445606784069E+000                  2.5697392845306894E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  1.0236884898591105E+001                  5.2766019652627371E-030                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5338809200998477E-005                  8.5036859782671588E+000                  3.5343396384003566E-005                  1.2828084971912557E+000                  1.0000000000000000E-099                 -1.0798694863454830E+002 
                                       7                  5.9999999999635287E+000                  1.0101574844931136E+000                  4.1019348806590772E+000                 -9.7024933087719507E+000                  2.5708480034894441E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  1.0236641275522610E+001                  5.2747949867241413E-030                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5338809219193423E-005                  8.5034836028285312E+000                  3.5362768983316990E-005                  1.2821057434892276E+000                  1.0000000000000000E-099                 -1.0798692796331436E+002 
                                       8                  5.9999999999550928E+000                  1.0101493923952418E+000                  4.1029501919153786E+000                 -9.7026719269251700E+000                  2.5723040701805533E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  1.0236450540583974E+001                  5.2726259670291116E-030                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5338809237565350E-005                  8.5033251610721443E+000                  3.5373887766718884E-005                  1.2817027502479343E+000                  1.0000000000000000E-099                 -1.0798691177929460E+002 
                                       9                  5.9999999999382174E+000                  1.0101332001837782E+000                  4.1041429433857166E+000                 -9.7028431561879795E+000                  2.5740505528034614E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  1.0236068892442416E+001                  5.2705475104308979E-030                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5338809284849413E-005                  8.5030081294768749E+000                  3.5402891764392938E-005                  1.2806527101396190E+000                  1.0000000000000000E-099                 -1.0798687939532461E+002 
