                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     500                                      928                  6.0000000000000000E+000                  2.0000000000000000E-002                  6.9025510572121188E+007                  2.2376799420627294E+003                  1.4397371926407310E+004                  2.3565794022717482E+003                  7.8023917458424110E+000                 -4.5835380108635810E+000                  9.7291027553037673E-004                  7.9027337763671991E-015                  9.7966037466795841E-001                  2.0583983411191501E-004                  1.2988337738358065E-002                  3.2183294894239925E-004                  1.7968927507664822E-003                  6.0000000000000000E+000                  0.0000000000000000E+000                  3.3276696889761759E+000                  1.5888852286843362E-004                  2.5525252275118970E+000                  1.0625000680280270E-002                  3.1558084203233812E-002                  4.2012927432842191E-002                  1.0860868172513692E-002                  8.8989249970529671E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.9047772221058476E+004                  4.6107712852869874E+004                  2.5460631601107884E+007                  2.0813095974088897E+003                  2.0813016475808172E+003                  2.6365660481192125E-022                  1.4162678757681334E+002                  5.0000000000000000E+001                  1.0000000000000000E+003                  2.1782794524307715E+015                               "r24.08.1"                               "gfortran"                                 "13.3.0"                   "x86_64-macos-24.10.1"                                 "CRMATH"                               "20250626"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                   radius                                       pp                                      cno                                tri_alpha                                    omega                                  r_polar                               omega_crit                     omega_div_omega_crit                               extra_jdot                            log_dJ_over_J 
                                       1                  6.0000000000000000E+000                  8.9222775176743352E-001                  4.1591090296221731E+000                 -9.4927119216011562E+000                  2.8356819369438053E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  7.8023917458424110E+000                  8.5504743448850798E-030                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3586251396573046E-005                  6.8180205813149577E+000                  5.8600761063400236E-005                  7.4378302611833025E-001                  1.0000000000000000E-099                 -1.0720029274718506E+002 
                                       2                  5.9999999999939995E+000                  8.9221973487069961E-001                  4.1603364352060952E+000                 -9.4901765199702943E+000                  2.8397973624412809E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  7.8022477182432102E+000                  8.6005386932971286E-030                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3586251396573039E-005                  6.8179493289195019E+000                  5.8603757381817914E-005                  7.4374499765600144E-001                  1.0000000000000000E-099                 -1.0720026734088889E+002 
                                       3                  5.9999999999841567E+000                  8.9220665775837960E-001                  4.1615822060010981E+000                 -9.4875542704195421E+000                  2.8440191924729219E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  7.8020127870205185E+000                  8.6526263426299217E-030                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3586251409263138E-005                  6.8178327675329324E+000                  5.8637786026185622E-005                  7.4331338822715809E-001                  1.0000000000000000E-099                 -1.0720022595752657E+002 
                                       4                  5.9999999999775930E+000                  8.9219799151342238E-001                  4.1628106267274019E+000                 -9.4849505502270102E+000                  2.8482010283979839E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  7.8018571012308495E+000                  8.7046580520521736E-030                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3586251423827564E-005                  6.8177547382438330E+000                  5.8650356823980698E-005                  7.4315407073544371E-001                  1.0000000000000000E-099                 -1.0720019866829067E+002 
                                       5                  5.9999999999677502E+000                  8.9218506888423632E-001                  4.1641532417182834E+000                 -9.4820576310717417E+000                  2.8528149167027115E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  7.8016249568898139E+000                  8.7628360302719770E-030                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3586251454533789E-005                  6.8176389023073503E+000                  5.8680274461228281E-005                  7.4277518049668390E-001                  1.0000000000000000E-099                 -1.0720015788904608E+002 
                                       6                  5.9999999999593125E+000                  8.9217406497337715E-001                  4.1656763620998252E+000                 -9.4787450335379813E+000                  2.8580794798316318E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  7.8014272861811609E+000                  8.8299316381578065E-030                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3586251489028874E-005                  6.8175395387563649E+000                  5.8697553371286094E-005                  7.4255652894641044E-001                  1.0000000000000000E-099                 -1.0720012329088374E+002 
                                       7                  5.9999999999466560E+000                  8.9215768297781994E-001                  4.1674612944480538E+000                 -9.4747898972663727E+000                  2.8643156997719448E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  7.8011330145703655E+000                  8.9107148805610181E-030                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3586251554403656E-005                  6.8173932965161441E+000                  5.8731878770656074E-005                  7.4212254854991022E-001                  1.0000000000000000E-099                 -1.0720007149680509E+002 
                                       8                  5.9999999999339995E+000                  8.9214144766751913E-001                  4.1699457852709276E+000                 -9.4692208519421026E+000                  2.8730585486261235E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  7.8008413888345238E+000                  9.0257165841938248E-030                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3586251635442923E-005                  6.8172476567575941E+000                  5.8754191278422179E-005                  7.4184072126698186E-001                  1.0000000000000000E-099                 -1.0720002029102180E+002 
                                       9                  5.9999999999105622E+000                  8.9211176064298825E-001                  4.1724266492618041E+000                 -9.4634598233228040E+000                  2.8819641083418133E+000                  7.0999999999999996E-001                  2.7000000000000002E-001                  2.0000000000000018E-002                  7.8003081657236439E+000                  9.1462448621930033E-030                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3586251824732026E-005                  6.8169830242491667E+000                  5.8818742233339553E-005                  7.4102658727079218E-001                  1.0000000000000000E-099                 -1.0719992637958406E+002 
